termID,termName,termDesc,unitName,dataType,measurementScale,relatedTerms,dateSubmitted,dateAccepted,submittedBy
4668,region,"The full, unabbreviated name of the county, shire, municipality, or park in which the organism was collected",NA,string,NA,NA,2017-03-07,2017-10-31,"Katherine LeVan"
4669,sector,"The full, unabbreviated name of the lake, conservation area or sector of park in which the organism was collected",NA,string,NA,NA,2017-03-07,2017-10-31,"Katherine LeVan"
4670,siteCode,"The name of the sampling location",NA,string,NA,"DWC_v2009-04-24:locationID [http://rs.tdwg.org/dwc/terms/history/index.htm#locationID-2009-04-24]",2017-03-07,2017-10-31,"Katherine LeVan"
4671,species,"The specific epithet (second part of the species name) of the scientific name",NA,string,NA,"DWC_v2009-04-24:specificEpithet [http://rs.tdwg.org/dwc/terms/history/index.htm#specificEpithet-2009-04-24]",2017-03-07,2017-10-31,"Katherine LeVan"
4672,stateProvince,"State or province where data was collected",NA,string,NA,NA,2017-10-31,2017-10-31,NA
4673,taxonomyNotes,"Additional notes relating to the identification of the organism",NA,string,NA,"DWC_v2009-04-24:identificationRemarks [http://rs.tdwg.org/dwc/terms/history/index.htm#identificationRemarks-2009-04-24]",2017-03-07,2017-10-31,"Katherine LeVan"
4674,tissueDescriptor,"A brief description of the type of tissue or material analyzed",NA,string,NA,NA,2017-03-07,2017-10-31,"Katherine LeVan"
4675,voucherStatus,"Status of the specimen in an accessioning process",NA,string,NA,NA,2017-03-07,2017-10-31,"Katherine LeVan"
4676,qfSoniSignalLow,"Sensor signal flag (QFSONIC s4 Low signal amplitude)",NA,integer,NA,NULL,2017-11-01,2017-11-01,Hongyan
4677,maxAllowableDrawdown,"Maximum allowable drawdown for low-yield method sampling",meter,real,NA,,2017-10-09,2017-11-01,kaelin
4678,measTotalWellDepth,"Total well depth measured by field technicians when well depth has changed by > 10 cm",meter,real,NA,,2017-10-09,2017-11-01,kaelin
4679,pumpPlacementDepth,"Depth of pump placement for low-yield method",meter,real,NA,,2017-10-09,2017-11-01,kaelin
4680,screenedIntervalDepth,"Depth to the screened interval for low-yield method calculations",meter,real,NA,,2017-10-09,2017-11-01,kaelin
4681,wellDepthChanged,"Indicates whether or not the total well depth has changed by > 10 cm",NA,string,NA,,2017-10-09,2017-11-01,kaelin
4682,bankUndercut,"A yes or no indication of whether or not a bank edge is undercut",NA,string,NA,,2017-10-10,2017-11-01,kaelin
4683,actualOrEstimated,"Indication of whether the count is actual or estimated",NA,string,NA,,2017-01-30,2017-11-06,Caren
4684,bulkFishCount,"The number of fish counted during bulk processing",number,"unsigned integer",NA,,2017-03-09,2017-11-06,Caren
4685,bulkMortality,"The number of specimens found dead in bulk processing",number,"unsigned integer",NA,,2017-09-08,2017-11-06,Caren
4686,cCollectedBy,"Additional NEON technician username who collected the data",NA,string,NA,,2017-01-30,2017-11-06,Caren
4687,delt,"Indication of any deformities, eroded fins, lesions/parasites, tumors",NA,string,NA,,2017-01-30,2017-11-06,Caren
4688,efTime,"Operational time of the electrofisher",second,real,NA,,2017-01-30,2017-11-06,Caren
4689,efTime2,"Operational time of the electrofisher for the second electrofisher",second,real,NA,,2017-05-23,2017-11-06,Caren
4690,finalDutyCycle,"Duty cycle at the end of data collection",percent,real,NA,,2017-01-30,2017-11-06,Caren
4691,finalDutyCycle2,"Duty cycle at the end of data collection for the second electrofisher",percent,real,NA,,2017-05-23,2017-11-06,Caren
4692,finalFrequency,"Frequency at the end of data collection",hertz,real,NA,,2017-01-30,2017-11-06,Caren
4693,finalFrequency2,"Frequency at the end of data collection for the second electrofisher",hertz,real,NA,,2017-05-23,2017-11-06,Caren
4694,finalVoltage,"Voltage at the end of data collection",volt,real,NA,,2017-01-30,2017-11-06,Caren
4695,finalVoltage2,"Voltage at the end of data collection for the second electrofisher",volt,real,NA,,2017-05-23,2017-11-06,Caren
4696,fishLifeStage,"Indication of the life stage of the fish",NA,string,NA,,2017-01-30,2017-11-06,Caren
4697,fishTotalLength,"Length of the specimen",millimeter,real,NA,,2017-01-30,2017-11-06,Caren
4698,fishWeight,"Live weight as measured in the field",gram,real,NA,NA,2017-09-06,2017-11-06,Caren
4699,fixedRandomReach,"An indication of whether the reach is fixed or random",NA,string,NA,,2017-03-09,2017-11-06,Caren
4700,initialDutyCycle,"Duty cycle at the start of data collection",percent,real,NA,,2017-01-30,2017-11-06,Caren
4701,initialDutyCycle2,"Duty cycle at the start of data collection for the second electrofisher",percent,real,NA,,2017-05-23,2017-11-06,Caren
4702,initialFrequency,"Frequency at the start of data collection",hertz,real,NA,,2017-01-30,2017-11-06,Caren
4703,initialFrequency2,"Frequency at the start of data collection for the second electrofisher",hertz,real,NA,,2017-05-23,2017-11-06,Caren
4704,initialVoltage,"Voltage at the start of data collection",volt,real,NA,,2017-01-30,2017-11-06,Caren
4705,initialVoltage2,"Voltage at the start of data collection for the second electrofisher",volt,real,NA,,2017-05-23,2017-11-06,Caren
4706,efInjury,"Indication of injury from the electrofishing equipment (burn marks, bent spine, hemorrhage)",NA,string,NA,,2017-01-30,2017-11-06,Caren
4707,measuredReachLength,"The length of the reach as measured by the technicians when the reach was established",meter,real,NA,,2017-04-20,2017-11-06,Caren
4708,efMortality,"Indication of mortality from the electrofishing equipment",NA,string,NA,,2017-01-30,2017-11-06,Caren
4709,netDeploymentTime,"Total time of deployment of the net",hour,real,NA,,2017-01-30,2017-11-06,Caren
4710,netDepth,"Deployment depth of the net",meter,real,NA,,2017-03-09,2017-11-06,Caren
4711,netEndTime,"Time the net was pulled",NA,dateTime,NA,,2017-01-30,2017-11-06,Caren
4712,netIntegrity,"Indication of the integrity of the net",NA,string,NA,NA,2017-11-06,2017-11-06,Caren
4713,netLength,"Length of the net",meter,real,NA,,2017-03-09,2017-11-06,Caren
4714,netSetTime,"Time the net was set",NA,dateTime,NA,,2017-01-30,2017-11-06,Caren
4715,nonTargetSpecies,"Identifier for non-target species captured",NA,string,NA,,2017-01-30,2017-11-06,Caren
4716,passEndTime,"The end time of the pass",NA,dateTime,NA,,2017-03-09,2017-11-06,Caren
4717,passNumber,"Number of the sampling pass within a reach",number,"unsigned integer",NA,,2017-01-30,2017-11-06,Caren
4718,passStartTime,"The start time of the pass",NA,dateTime,NA,,2017-03-09,2017-11-06,Caren
4719,plateID,"Identifier of the multi-well storage plate",NA,string,NA,,2017-10-16,2017-11-06,Caren
4720,reachCondition,"An indication of the condition of the sampling reach",NA,string,NA,,2017-03-09,2017-11-06,Caren
4721,reachID,"An identifier for the set of information associated with the reach",NA,string,NA,,2017-04-20,2017-11-06,Christine
4722,sampleTypeCollected,"Type of sample collected",NA,string,NA,,2017-09-06,2017-11-06,Caren
4723,settingsChanged,"Number of times the settings changed",number,"unsigned integer",NA,,2017-01-30,2017-11-06,Caren
4724,settingsChanged2,"Number of times the settings changed for the second electrofisher",number,"unsigned integer",NA,,2017-05-23,2017-11-06,Caren
4725,specimenNumber,"Number of the specimen",number,"unsigned integer",NA,,2017-01-30,2017-11-06,Caren
4726,subdominantHabitatType,"Subdominant habitat type sampled",NA,string,NA,NA,2017-10-16,2017-11-06,Caren
4727,totalFishCount,"The total number of fish, including captured specimens whose weight and length are recorded plus additional bulk-counted individuals",number,"unsigned integer",NA,NA,2017-02-13,2017-11-06,Caren
4728,voucherSampleCollected,"Indication of whether the sample was collected as a voucher",NA,string,NA,,2017-01-30,2017-11-06,Caren
4729,analyteConcText,"Analyte that has a value returned as a string",NA,string,NA,,2017-02-17,2017-11-07,"Kaelin Cawley"
4730,analyteObservedValue,"The measured value of a given analyte for a standard reference material, with units tied to the analyte",NA,real,NA,,2017-05-04,2017-11-07,"Lee Stanish"
4731,analytePercentSD,"Standard deviation of the analyte expressed as a percent, based on long-term analyses of quality assurance materials or standards treated as unknowns",percent,real,NA,,2017-10-18,2017-11-07,SWeintraub
4732,analyteSampleValue,"The known value of a given analyte for a sample, with units tied to the analyte",NA,real,NA,,2017-10-18,2017-11-07,SWeintraub
4733,analyteSurrogate,"Indicator for whether an analyte is a surrogate",NA,string,NA,,2017-10-18,2017-11-07,SWeintraub
4734,carbonSedimentSampleFate,"Fate of a sediment sample collected for analysis of carbon content",NA,string,NA,,2017-02-16,2017-11-07,"Kaelin Cawley"
4735,carbonSedimentSampleID,"Unique identifier for a sediment sample collected for analysis of carbon content",NA,string,NA,,2017-02-16,2017-11-07,"Kaelin Cawley"
4736,carbonSedSampleCode,"Barcode for a sediment sample collected for analysis of carbon content",NA,string,NA,,2017-02-16,2017-11-07,"Kaelin Cawley"
4737,cas,"Chemical Abstracts Service registry number",NA,string,NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4738,coreLength,"Length of core",centimeter,real,NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4739,deptName,"External lab department",NA,string,NA,,2017-02-17,2017-11-07,"Kaelin Cawley"
4740,downstreamCoordUncert,"The horizontal distance (in meters) from the given decimalLatitude and decimalLongitude describing the smallest circle containing the whole of the downstream location. Zero is not a valid value for this term",meter,real,NA,NA,2017-11-07,2017-11-07,NA
4741,downstreamDecimalLatitude,"The geographic latitude (in decimal degrees, WGS84) of the geographic center of the reference area of a downstream location",decimalDegree,real,NA,NA,2017-11-07,2017-11-07,NA
4742,downstreamDecimalLongitude,"The geographic longitude (in decimal degrees, WGS84) of the geographic center of the reference area at a downstream location",decimalDegree,real,NA,NA,2017-11-07,2017-11-07,NA
4743,downstreamGeodeticDatum,"Model used to measure downstream horizontal position on the earth",NA,string,NA,,2017-04-24,2017-11-07,kaelin
4744,extendedQualifier1,"First extended data qualifier returned for the sample and analyte",NA,string,NA,,2017-10-18,2017-11-07,SWeintraub
4745,extendedQualifier2,"Second extended data qualifier returned for the sample and analyte",NA,string,NA,,2017-10-18,2017-11-07,SWeintraub
4746,extendedQualifier3,"Third extended data qualifier returned for the sample and analyte",NA,string,NA,,2017-10-18,2017-11-07,SWeintraub
4747,extendedQualifier4,"Fourth extended data qualifier returned for the sample and analyte",NA,string,NA,,2017-10-18,2017-11-07,SWeintraub
4748,extendedQualifier5,"Fifth extended data qualifier returned for the sample and analyte",NA,string,NA,,2017-10-18,2017-11-07,SWeintraub
4749,externalQualifier,"A data qualifier returned by an external laboratory",NA,string,NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4750,inorganicSedimentSampleFate,"Fate of a sediment sample collected for analysis of inorganic analytes",NA,string,NA,NA,2016-06-22,2017-11-07,"Kaelin Cawley"
4751,inorganicSedimentSampleID,"Unique identifier for a sediment sample collected for analysis of inorganic analytes",NA,string,NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4752,inorgSedimentSampleBarcode,"Barcode for a sediment sample collected for analysis of inorganic analytes",NA,string,NA,NA,2017-11-07,2017-11-07,NA
4753,observations,"Notes about quality of a sample; measurement; or area",NA,string,NA,,2017-04-24,2017-11-07,kaelin
4754,organicSedimentSampleFate,"Fate of a sediment sample collected for analysis of organic analytes",NA,string,NA,NA,2016-06-22,2017-11-07,"Kaelin Cawley"
4755,organicSedimentSampleID,"Unique identifier for a sediment sample collected for analysis of organic analytes",NA,string,NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4756,orgSedimentSampleBarcode,"Barcode for a sediment sample collected for analysis of organic analytes",NA,string,NA,NA,2017-11-07,2017-11-07,NA
4757,physicalSedimentSampleFate,"Fate of a sediment sample collected for analysis of physical properties",NA,string,NA,NA,2016-06-22,2017-11-07,"Kaelin Cawley"
4758,physicalSedimentSampleID,"Unique identifier for a sediment sample collected for analysis of physical properties",NA,string,NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4759,physSedimentSampleBarcode,"Barcode for a sediment sample collected for analysis of physical properties",NA,string,NA,NA,2017-11-07,2017-11-07,NA
4760,pointSampleCount,"Number of point samples collected for a given location",NA,"unsigned integer",NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4761,practicalQuantitationLimit,"Practical Quantitation Limit.  Synonymous with the EPA term: minimum level",NA,real,NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4762,projectID,"Unique identifier for the project associated with data returned from an external laboratory",NA,string,NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4763,qaQF,"Quality flag for quality control sample",NA,string,NA,,2017-10-18,2017-11-07,SWeintraub
4764,quantitationLimit,"Quantitation limit for the specified method-analyte, with units tied to the analyte",NA,real,NA,,2017-10-18,2017-11-07,SWeintraub
4765,reagentSN,"Serial number assigned to reagents or standards to trace to the manufacturer certificate of analysis",NA,string,NA,,2017-10-18,2017-11-07,SWeintraub
4766,recovery,"Recovered amount of the known value or spike",percent,real,NA,,2017-10-18,2017-11-07,SWeintraub
4767,recoveryLimitLower,"Lower limit for percent recovery",percent,real,NA,,2017-10-18,2017-11-07,SWeintraub
4768,recoveryLimitUpper,"Upper limit for percent recovery",percent,real,NA,,2017-10-18,2017-11-07,SWeintraub
4769,relativePercentDifference,"Percent difference between observed values of a sample or standard run in duplicate",percent,real,NA,,2017-10-18,2017-11-07,SWeintraub
4770,relativePercentLimit,"Upper limit for relative percent difference",percent,real,NA,,2017-10-18,2017-11-07,SWeintraub
4771,sedimentSampleBarcode,"Barcode for a sediment sample",NA,string,NA,NA,2017-11-07,2017-11-07,NA
4772,sedimentSampleFate,"Fate of a sediment sample",NA,string,NA,NA,2017-11-07,2017-11-07,NA
4773,sedimentSampleID,"Unique identifier for a sediment sample",NA,string,NA,NA,2017-11-07,2017-11-07,NA
4774,upstreamCoordUncert,"The horizontal distance (in meters) from the given upstreamDecimalLatitude and upstreamDecimalLongitude describing the smallest circle containing the whole of the downstream location. Zero is not a valid value for this term",meter,real,NA,,2017-04-24,2017-11-07,kaelin
4775,upstreamDecimalLatitude,"The geographic latitude (in decimal degrees; WGS84) of the upstream geographic extent of the reference area of a downstream location",decimalDegree,real,NA,,2017-04-24,2017-11-07,kaelin
4776,upstreamDecimalLongitude,"The geographic longitude (in decimal degrees; WGS84) of the upstream geographic extent of the reference area at a downstream location",decimalDegree,real,NA,,2017-04-24,2017-11-07,kaelin
4777,upstreamGeodeticDatum,"Model used to measure upstream horizontal position on the earth",NA,string,NA,,2017-04-24,2017-11-07,kaelin
4778,zoneNumber,"Number of the zone sampled for a given location",NA,"unsigned integer",NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4779,zoneSampleCount,"Number of zone samples collected for a given location",number,"unsigned integer",NA,NA,2016-05-03,2017-11-07,"Kaelin Cawley"
4780,copyNumberStandardDeviation,"Standard deviation in gene copy number in a sample",numberPerNanogram,real,NA,NA,2017-02-20,2017-11-08,"Lee Stanish"
4781,meanCopyNumber,"Average gene copy number in a sample in copies per nanogram of DNA",numberPerNanogram,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4782,meanCqValue,"Average quantification cycle or threshold number in a sample",NA,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4783,rep1CopyNumber,"Gene copy number in a sample replicate 1 in copies per nanogram of DNA",numberPerNanogram,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4784,rep1CqValue,"Quantification cycle or threshold number in sample replicate 1",NA,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4785,rep1MeltingTemperature,"Melting temperature measurement for replicate 1",celsius,real,NA,,2017-08-24,2017-11-08,"Lee Stanish"
4786,rep2CopyNumber,"Gene copy number in a sample replicate 2 in copies per nanogram of DNA",numberPerNanogram,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4787,rep2CqValue,"Quantification cycle or threshold number in sample replicate 2",NA,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4788,rep2MeltingTemperature,"Melting temperature measurement for replicate 2",celsius,real,NA,,2017-08-24,2017-11-08,"Lee Stanish"
4789,rep3CopyNumber,"Gene copy number in a sample replicate 3 in copies per nanogram of DNA",numberPerNanogram,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4790,rep3CqValue,"Quantification cycle or threshold number in sample replicate 3",NA,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4791,rep3MeltingTemperature,"Melting temperature measurement for replicate 3",celsius,real,NA,,2017-08-24,2017-11-08,"Lee Stanish"
4792,rep4CopyNumber,"Gene copy number in a sample replicate 4 in copies per nanogram of DNA",numberPerNanogram,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4793,rep4CqValue,"Quantification cycle or threshold number in sample replicate 4",NA,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4794,rep5CopyNumber,"Gene copy number in a sample replicate 5 in copies per nanogram of DNA",numberPerNanogram,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4795,rep5CqValue,"Quantification cycle or threshold number in sample replicate 5",NA,real,NA,,2016-11-22,2017-11-08,"Lee Stanish"
4796,targetTaxonCode,"Barcode of taxon group-specific sample",NA,string,NA,,2017-11-08,2017-11-08,Eric
4797,targetTaxonFate,"Fate of taxon group-specific sample",NA,string,NA,,2017-11-07,2017-11-08,"Lee Stanish"
4798,targetTaxonID,"Taxon group-specific identifier for sample",NA,string,NA,,2017-11-07,2017-11-08,"Lee Stanish"
4799,qfSoniUnrs,"Sensor error flag (QFSONIC,o1: Sensor unresponsive)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4800,qfSoniData,"Sensor error flag (QFSONIC,o2: No data available)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4801,qfSoniTrig,"Sensor error flag (QFSONIC,o3: Sensor trigger source lost)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4802,qfSoniComm,"Sensor error flag (QFSONIC,o4: SDM communications error)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4803,qfSoniTemp,"Sensor signal flag (QFSONIC,s1: Axes TSONIC difference > 4K)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4804,qfSoniSignalPoor,"Sensor signal flag (QFSONIC,s2: Poor signal lock)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4805,qfSoniSignalHigh,"Sensor signal flag (QFSONIC,s3: High signal amplitude)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4806,qfAmrsVal,"Sensor signal flag: Selftest (gives the result of the last manually ran self-test)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4807,qfAmrsFilt,"Sensor signal flag: Filter Valid (indicates if input into filter orientation filter is reliable and or complete)(1=pass, 0=fail, -1=NA (i.e., could not be run))",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4808,qfAmrsVelo,"Sensor signal flag: NoVelocityUpdate status",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4809,qfAmrsRng,"Sensor signal flag: Clipping indication",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4810,qfIrgaHead,"Sensor flag (fL01: Head detect)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4811,qfIrgaTempOut,"Sensor flag (fL02: Outlet temperature)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4812,qfIrgaTempIn,"Sensor flag (fL03: Inlet temperature)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4813,qfIrgaAux,"Sensor flag (fL04: Aux input)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4814,qfIrgaPres,"Sensor flag (fL05: Differential pressure)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4815,qfIrgaChop,"Sensor flag (fL06: Chopper)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4816,qfIrgaDetc,"Sensor flag (fL07: Detector)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4817,qfIrgaPll,"Sensor flag (fL08: PLL)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4818,qfIrgaSync,"Sensor flag (fL09: Sync)",NA,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4819,qfIrgaAgc,"Sensor flag (fL10: AGC)",percent,integer,NULL,NULL,2017-11-17,2017-11-17,Hongyan
4820,sensorDepthAlphaQF,"Water depth of measurement quality assurance and quality control report for the alpha quality flag that indicates if one or more quality analysis failed for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e. could not be run))",NA,"signed integer",NA,NA,2017-11-17,2017-11-17,Kaelin
4821,sensorDepthBetaQF,"Water depth of measurement quality assurance and quality control report for the beta quality flag which indicates if one or more quality analysis could not be run for a datum detailed in NEON.DOC.001113 (1=fail 0=pass -1=NA (i.e could not be run))",NA,"signed integer",NA,NA,2017-11-17,2017-11-17,Kaelin
4822,sensorDepthConsistQF,"Water depth of measurement quality flag for the consistency test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))",NA,"signed integer",NA,NA,2017-11-17,2017-11-17,Kaelin
4823,sensorDepthGapQF,"Water depth of measurement quality flag for the gap test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))",NA,"signed integer",NA,NA,2017-11-17,2017-11-17,Kaelin
4824,sensorDepthNullQF,"Water depth of measurement quality flag for the null test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))",NA,"signed integer",NA,NA,2017-11-17,2017-11-17,Kaelin
4825,sensorDepthPersistQF,"Water depth of measurement quality flag for the persistence test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))",NA,"signed integer",NA,NA,2017-11-17,2017-11-17,Kaelin
4826,sensorDepthRangeQF,"Water depth of measurement quality flag for the range test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e. could not be run))",NA,"signed integer",NA,NA,2017-11-17,2017-11-17,Kaelin
4827,sensorDepthSpikeQF,"Water depth of measurement quality flag for the spike test detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e., could not be run))",NA,"signed integer",NA,NA,2017-11-17,2017-11-17,Kaelin
4828,ampliconConcentration,"Concentration of amplicon DNA used for sequencing reaction",nanogramsPerMicroliter,real,NA,NA,2017-11-17,2017-11-17,NA
4829,ampliconPooledStatus,"Indicates whether multiple PCR reactions were pooled",NA,string,NA,NA,2017-11-17,2017-11-17,NA
4830,illuminaAdapterKit,"Identifier for the adapter sequences kit manufactured for use with Illumina sequencing technology",NA,string,NA,,2017-09-15,2017-11-17,"Lee Stanish"
4831,illuminaIndex1,"Oligonucleotide sequence of the 5-prime index used to identify a unique sample in an Illumina-based sequencing run",NA,string,NA,,2017-09-15,2017-11-17,"Lee Stanish"
4832,illuminaIndex2,"Oligonucleotide sequence of the 3-prime index used to identify a unique sample in an Illumina-based sequencing run",NA,string,NA,,2017-09-15,2017-11-17,"Lee Stanish"
4833,library_layout,"Layout for a library",NA,string,NA,,2016-12-05,2017-11-17,"Lee Stanish"
4834,library_selection,"Type of nucleic acid selection method used for a library",NA,string,NA,,2016-12-05,2017-11-17,"Lee Stanish"
4835,library_source,"Source of genetic material for sequencing library",NA,string,NA,,2016-12-05,2017-11-17,"Lee Stanish"
4836,library_strategy,"Strategy used for nucleic acid sequencing for a sample library",NA,string,NA,,2016-12-05,2017-11-17,"Lee Stanish"
4837,targetSubfragment,"Name of subfragment of a gene or locus",NA,string,NA,NA,2017-11-17,2017-11-17,NA
4838,bgcArchive,"Indicator for whether a biogeochemistry archive sample was created",NA,string,NA,,2017-04-24,2017-11-22,"S Weintraub"
4839,chlCarotEquationInput,"Equation input for calculating chlorophyll or carotenoid content",NA,string,NA,,2017-11-10,2017-11-22,Weintraub
4840,chlCarotExtinctionCoefficient,"Parameter used for calculating chlorophyll or carotenoid content",NA,real,NA,,2017-11-10,2017-11-22,Weintraub
4841,chlCarotWavelength1,"The first wavelength used to measure chlorophyll and carotenoid content",nanometer,real,NA,,2017-11-10,2017-11-22,Weintraub
4842,chlCarotWavelength1Abs,"Absorbance values for the first wavelength used to measure chlorophyll and carotenoid content",NA,real,NA,,2017-11-10,2017-11-22,Weintraub
4843,chlCarotWavelength2,"The second wavelength used to measure chlorophyll and carotenoid content",nanometer,real,NA,,2017-11-10,2017-11-22,Weintraub
4844,chlCarotWavelength2Abs,"Absorbance values for the second wavelength used to measure chlorophyll and carotenoid content",NA,real,NA,,2017-11-10,2017-11-22,Weintraub
4845,chlCarotWavelength3,"The third wavelength used to measure chlorophyll and carotenoid content",nanometer,real,NA,,2017-11-10,2017-11-22,Weintraub
4846,chlCarotWavelength3Abs,"Absorbance values for the third wavelength used to measure chlorophyll and carotenoid content",NA,real,NA,,2017-11-10,2017-11-22,Weintraub
4847,chlCarotWavelength4,"The fourth wavelength used to measure chlorophyll and carotenoid content",nanometer,real,NA,,2017-11-10,2017-11-22,Weintraub
4848,chlCarotWavelength4Abs,"Absorbance values for the fourth wavelength used to measure chlorophyll and carotenoid content",NA,real,NA,,2017-11-10,2017-11-22,Weintraub
4849,chlorophyllSampleCode,"Barcode of a chlorophyll sample",NA,string,NA,NA,2016-08-18,2017-11-22,Weintraub
4850,chlorophyllSampleFate,"Fate of a chlorophyll sample",NA,string,NA,NA,2016-08-18,2017-11-22,Weintraub
4851,chlorophyllSampleID,"Identifier for a chlorophyll sample",NA,string,NA,NA,2016-08-18,2017-11-22,Weintraub
4852,digestBoronConc,"Concentration of boron in sample digest",milligramsPerLiter,real,NA,,2017-10-23,2017-11-22,Samantha
4853,digestCalciumConc,"Concentration of calcium in sample digest",milligramsPerLiter,real,NA,,2017-10-23,2017-11-22,Samantha
4854,digestCopperConc,"Concentration of copper in sample digest",milligramsPerLiter,real,NA,,2017-10-23,2017-11-22,Samantha
4855,digestIronConc,"Concentration of iron in sample digest",milligramsPerLiter,real,NA,,2017-10-23,2017-11-22,Samantha
4856,digestMagnesiumConc,"Concentration of magnesium in sample digest",milligramsPerLiter,real,NA,,2017-10-23,2017-11-22,Samantha
4857,digestManganeseConc,"Concentration of manganese in sample digest",milligramsPerLiter,real,NA,,2017-10-23,2017-11-22,Samantha
4858,digestPhosphorusConc,"Concentration of phophorus in sample digest",milligramsPerLiter,real,NA,,2017-10-23,2017-11-22,Samantha
4859,digestPotassiumConc,"Concentration of potassium in sample digest",milligramsPerLiter,real,NA,,2017-10-23,2017-11-22,Samantha
4860,digestSulfurConc,"Concentration of sulfur in sample digest",milligramsPerLiter,real,NA,,2017-10-23,2017-11-22,Samantha
4861,digestVolume,"Volume of digest solution used",milliliter,real,NA,,2017-10-23,2017-11-22,Samantha
4862,digestZincConc,"Concentration of zinc in sample digest",milligramsPerLiter,real,NA,,2017-10-23,2017-11-22,Samantha
4863,dilutionFactor,"The factor by which the sample was diluted prior to analysis",NA,real,NA,,2017-10-23,2017-11-22,SWeintraub
4864,ecReference,"A list of sources (concatenated and semicolon separated) for the extinction coefficients",NA,string,NA,,2017-10-23,2017-11-22,Samantha
4865,extractCarotConc,"Calculated total carotenoid concentration of the extract solution, dilution-corrected as needed",microgramsPerMilliliter,real,NA,,2017-10-23,2017-11-22,Samantha
4866,extractChlAConc,"Calculated chlorophyll A concentration of the extract solution, dilution-corrected as needed",microgramsPerMilliliter,real,NA,,2017-10-23,2017-11-22,Samantha
4867,extractChlBConc,"Calculated chlorophyll B concentration of the extract solution, dilution-corrected as needed",microgramsPerMilliliter,real,NA,,2017-10-23,2017-11-22,Samantha
4868,extractionLength,"The duration of an extraction event",hour,real,NA,,2017-10-23,2017-11-22,SWeintraub
4869,foliarBoronConc,"Concentration of boron in plant foliage sample on a dry mass basis",milligramsPerKilogram,real,NA,,2017-10-23,2017-11-22,Samantha
4870,foliarCalciumConc,"Concentration of calcium in plant foliage sample on a dry mass basis",percent,real,NA,,2017-10-23,2017-11-22,Samantha
4871,foliarCopperConc,"Concentration of copper in plant foliage sample on a dry mass basis",milligramsPerKilogram,real,NA,,2017-10-23,2017-11-22,Samantha
